file_path,filename,state,condition,sample_rate,duration_s,channels,tier1_label,tier1_name,tier2_label,tier2_name,tier3_label,tier3_name
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_98.wav,mix_98.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_101.wav,serpentine_belt_101.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/startup state/dead_battery/dead_battery_7.wav,dead_battery_7.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/power_steering/power_steering_46.wav,power_steering_46.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_46.wav,mix_46.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_33.wav,worn_out_brakes_33.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_24.wav,normal_engine_idle_24.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_120.wav,normal_engine_idle_120.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_238.wav,normal_engine_idle_238.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_62.wav,serpentine_belt_62.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_19.wav,normal_engine_idle_19.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_26.wav,serpentine_belt_26.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_56.wav,mix_56.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_22.wav,mix_22.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_9.wav,mix_9.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_56.wav,worn_out_brakes_56.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/power_steering/power_steering_34.wav,power_steering_34.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_35.wav,mix_35.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_61.wav,mix_61.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_19.wav,power_steering_19.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_8.wav,serpentine_belt_8.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/startup state/dead_battery/dead_battery_37.wav,dead_battery_37.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_72.wav,serpentine_belt_72.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_46.wav,worn_out_brakes_46.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_43.wav,mix_43.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_103.wav,mix_103.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/low_oil/low_oil_86.wav,low_oil_86.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_242.wav,normal_engine_idle_242.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_31.wav,worn_out_brakes_31.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/low_oil/low_oil_36.wav,low_oil_36.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_228.wav,normal_engine_idle_228.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_56.wav,mix_56.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_61.wav,mix_61.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_106.wav,mix_106.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_199.wav,normal_engine_idle_199.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/startup state/dead_battery/dead_battery_25.wav,dead_battery_25.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_90.wav,mix_90.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/low_oil/low_oil_38.wav,low_oil_38.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_1.wav,bad_ignition_1.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_84.wav,normal_engine_idle_84.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_135.wav,normal_engine_idle_135.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/startup state/dead_battery/dead_battery_42.wav,dead_battery_42.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_84.wav,mix_84.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/dead_battery/dead_battery_8.wav,dead_battery_8.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_84.wav,mix_84.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/dead_battery/dead_battery_26.wav,dead_battery_26.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_56.wav,mix_56.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_77.wav,power_steering_77.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/low_oil/low_oil_11.wav,low_oil_11.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_70.wav,mix_70.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_81.wav,normal_engine_idle_81.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/power_steering/power_steering_129.wav,power_steering_129.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_101.wav,mix_101.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_107.wav,serpentine_belt_107.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/power_steering/power_steering_128.wav,power_steering_128.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_5.wav,worn_out_brakes_5.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/power_steering/power_steering_105.wav,power_steering_105.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/power_steering/power_steering_96.wav,power_steering_96.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_264.wav,normal_engine_idle_264.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/low_oil/low_oil_59.wav,low_oil_59.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_67.wav,mix_67.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_97.wav,mix_97.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_9.wav,power_steering_9.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/power_steering/power_steering_8.wav,power_steering_8.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_27.wav,mix_27.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/low_oil/low_oil_65.wav,low_oil_65.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_239.wav,normal_engine_idle_239.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_36.wav,mix_36.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_38.wav,serpentine_belt_38.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_58.wav,mix_58.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_30.wav,worn_out_brakes_30.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_48.wav,serpentine_belt_48.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/low_oil/low_oil_10.wav,low_oil_10.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_44.wav,normal_brakes_44.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_82.wav,serpentine_belt_82.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_81.wav,mix_81.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_36.wav,normal_engine_startup_36.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/idle state/low_oil/low_oil_94.wav,low_oil_94.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_93.wav,mix_93.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_67.wav,normal_brakes_67.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_92.wav,serpentine_belt_92.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_162.wav,normal_engine_idle_162.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_22.wav,serpentine_belt_22.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/startup state/dead_battery/dead_battery_9.wav,dead_battery_9.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_19.wav,mix_19.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_17.wav,mix_17.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_22.wav,power_steering_22.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_64.wav,serpentine_belt_64.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_67.wav,worn_out_brakes_67.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/power_steering/power_steering_61.wav,power_steering_61.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_75.wav,mix_75.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_253.wav,normal_engine_idle_253.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_69.wav,mix_69.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_42.wav,mix_42.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_251.wav,normal_engine_idle_251.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_28.wav,mix_28.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_4.wav,normal_engine_idle_4.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_57.wav,normal_brakes_57.wav,braking state,normal_brakes,24000,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/low_oil/low_oil_62.wav,low_oil_62.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/low_oil/low_oil_15.wav,low_oil_15.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/startup state/dead_battery/dead_battery_16.wav,dead_battery_16.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_85.wav,mix_85.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_82.wav,normal_engine_idle_82.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_69.wav,normal_brakes_69.wav,braking state,normal_brakes,48000,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_56.wav,serpentine_belt_56.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/power_steering/power_steering_33.wav,power_steering_33.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_54.wav,serpentine_belt_54.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_194.wav,normal_engine_idle_194.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_46.wav,mix_46.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_36.wav,normal_engine_idle_36.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_141.wav,normal_engine_idle_141.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_113.wav,mix_113.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_64.wav,power_steering_64.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/low_oil/low_oil_7.wav,low_oil_7.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_44.wav,mix_44.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_96.wav,mix_96.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_69.wav,worn_out_brakes_69.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_18.wav,worn_out_brakes_18.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_4.wav,normal_engine_startup_4.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_32.wav,bad_ignition_32.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/idle state/power_steering/power_steering_67.wav,power_steering_67.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_99.wav,mix_99.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_52.wav,mix_52.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_207.wav,normal_engine_idle_207.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_13.wav,normal_brakes_13.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_246.wav,normal_engine_idle_246.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_250.wav,normal_engine_idle_250.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_4.wav,worn_out_brakes_4.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_35.wav,mix_35.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_45.wav,normal_brakes_45.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_55.wav,normal_engine_idle_55.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_37.wav,mix_37.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_12.wav,normal_engine_startup_12.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/startup state/dead_battery/dead_battery_3.wav,dead_battery_3.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_24.wav,normal_brakes_24.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_28.wav,normal_engine_startup_28.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_40.wav,mix_40.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_245.wav,normal_engine_idle_245.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/power_steering/power_steering_123.wav,power_steering_123.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_92.wav,mix_92.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_75.wav,mix_75.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_29.wav,normal_engine_idle_29.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
